year,category,nominee,winner
1983,MUSIC (Original Score),Poltergeist,False
1983,MUSIC (Original Score),Sophie's Choice,False
1983,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Annie,False
1983,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),One from the Heart,False
1983,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Victor/Victoria,True
1983,MUSIC (Original Song),Rocky III,False
1983,MUSIC (Original Song),Best Friends,False
1983,MUSIC (Original Song),"Yes, Giorgio",False
1983,MUSIC (Original Song),Tootsie,False
1983,MUSIC (Original Song),An Officer and a Gentleman,True
1983,BEST PICTURE,E.T. The Extra-Terrestrial,False
1983,BEST PICTURE,Gandhi,True
1983,BEST PICTURE,Missing,False
1983,BEST PICTURE,Tootsie,False
1983,BEST PICTURE,The Verdict,False
1983,SHORT FILM (Animated),The Great Cognito,False
1983,SHORT FILM (Animated),The Snowman,False
1983,SHORT FILM (Animated),Tango,True
1983,SHORT FILM (Live Action),Ballet Robotique,False
1983,SHORT FILM (Live Action),A Shocking Accident,True
1983,SHORT FILM (Live Action),The Silence,False
1983,SHORT FILM (Live Action),Split Cherry Tree,False
1983,SHORT FILM (Live Action),Sredni Vashtar,False
1983,SOUND,Das Boot,False
1983,SOUND,E.T. The Extra-Terrestrial,True
1983,SOUND,Gandhi,False
1983,SOUND,Tootsie,False
1983,SOUND,Tron,False
1983,SOUND EFFECTS EDITING,Das Boot,False
1983,SOUND EFFECTS EDITING,E.T. The Extra-Terrestrial,True
1983,SOUND EFFECTS EDITING,Poltergeist,False
1983,VISUAL EFFECTS,Blade Runner,False
1983,VISUAL EFFECTS,E.T. The Extra-Terrestrial,True
1983,VISUAL EFFECTS,Poltergeist,False
1983,WRITING (Screenplay Based on Material from Another Medium),Das Boot,False
1983,WRITING (Screenplay Based on Material from Another Medium),Missing,True
1983,WRITING (Screenplay Based on Material from Another Medium),Sophie's Choice,False
1983,WRITING (Screenplay Based on Material from Another Medium),The Verdict,False
1983,WRITING (Screenplay Based on Material from Another Medium),Victor/Victoria,False
1983,WRITING (Screenplay Written Directly for the Screen),Diner,False
1983,WRITING (Screenplay Written Directly for the Screen),E.T. The Extra-Terrestrial,False
1983,WRITING (Screenplay Written Directly for the Screen),Gandhi,True
1983,WRITING (Screenplay Written Directly for the Screen),An Officer and a Gentleman,False
1983,WRITING (Screenplay Written Directly for the Screen),Tootsie,False
1983,JEAN HERSHOLT HUMANITARIAN AWARD,,True
1983,HONORARY AWARD,,True
1983,GORDON E. SAWYER AWARD,,True
1984,ACTOR IN A LEADING ROLE,Educating Rita,False
1984,ACTOR IN A LEADING ROLE,"Reuben, Reuben",False
1984,ACTOR IN A LEADING ROLE,The Dresser,False
1984,ACTOR IN A LEADING ROLE,Tender Mercies,True
1984,ACTOR IN A LEADING ROLE,The Dresser,False
1984,ACTOR IN A SUPPORTING ROLE,To Be or Not to Be,False
1984,ACTOR IN A SUPPORTING ROLE,Terms of Endearment,False
1984,ACTOR IN A SUPPORTING ROLE,Terms of Endearment,True
1984,ACTOR IN A SUPPORTING ROLE,The Right Stuff,False
1984,ACTOR IN A SUPPORTING ROLE,Cross Creek,False
1984,ACTRESS IN A LEADING ROLE,Testament,False
1984,ACTRESS IN A LEADING ROLE,Terms of Endearment,True
1984,ACTRESS IN A LEADING ROLE,Silkwood,False
1984,ACTRESS IN A LEADING ROLE,Educating Rita,False
1984,ACTRESS IN A LEADING ROLE,Terms of Endearment,False
1984,ACTRESS IN A SUPPORTING ROLE,Silkwood,False
1984,ACTRESS IN A SUPPORTING ROLE,The Big Chill,False
1984,ACTRESS IN A SUPPORTING ROLE,The Year of Living Dangerously,True
1984,ACTRESS IN A SUPPORTING ROLE,Yentl,False
1984,ACTRESS IN A SUPPORTING ROLE,Cross Creek,False
1984,ART DIRECTION,Fanny & Alexander,True
1984,ART DIRECTION,Return of the Jedi,False
1984,ART DIRECTION,The Right Stuff,False
1984,ART DIRECTION,Terms of Endearment,False
1984,ART DIRECTION,Yentl,False
1984,CINEMATOGRAPHY,Fanny & Alexander,True
1984,CINEMATOGRAPHY,Flashdance,False
1984,CINEMATOGRAPHY,The Right Stuff,False
1984,CINEMATOGRAPHY,WarGames,False
1984,CINEMATOGRAPHY,Zelig,False
1984,COSTUME DESIGN,Cross Creek,False
1984,COSTUME DESIGN,Fanny & Alexander,True
1984,COSTUME DESIGN,Heart Like a Wheel,False
1984,COSTUME DESIGN,The Return of Martin Guerre,False
1984,COSTUME DESIGN,Zelig,False
1984,DIRECTING,The Dresser,False
1984,DIRECTING,Fanny & Alexander,False
1984,DIRECTING,Silkwood,False
1984,DIRECTING,Tender Mercies,False
1984,DIRECTING,Terms of Endearment,True
1984,DOCUMENTARY (Feature),Children of Darkness,False
1984,DOCUMENTARY (Feature),First Contact,False
1984,DOCUMENTARY (Feature),He Makes Me Feel Like Dancin',True
1984,DOCUMENTARY (Feature),The Profession of Arms,False
1984,DOCUMENTARY (Feature),Seeing Red,False
1984,DOCUMENTARY (Short Subject),Flamenco at 5:15,True
1984,DOCUMENTARY (Short Subject),In the Nuclear Shadow: What Can the Children Tell Us?,False
1984,DOCUMENTARY (Short Subject),Sewing Woman,False
1984,DOCUMENTARY (Short Subject),Spaces: The Architecture of Paul Rudolph,False
1984,DOCUMENTARY (Short Subject),You Are Free (Ihr Zent Frei),False
1984,FILM EDITING,Blue Thunder,False
1984,FILM EDITING,Flashdance,False
1984,FILM EDITING,The Right Stuff,True
1984,FILM EDITING,Silkwood,False
1984,FILM EDITING,Terms of Endearment,False
1984,FOREIGN LANGUAGE FILM,Carmen,False
1984,FOREIGN LANGUAGE FILM,Entre Nous,False
1984,FOREIGN LANGUAGE FILM,Fanny & Alexander,True
1984,FOREIGN LANGUAGE FILM,Job's Revolt,False
1984,FOREIGN LANGUAGE FILM,Le Bal,False
1984,MUSIC (Original Score),Cross Creek,False
1984,MUSIC (Original Score),Return of the Jedi,False
1984,MUSIC (Original Score),The Right Stuff,True
1984,MUSIC (Original Score),Terms of Endearment,False
1984,MUSIC (Original Score),Under Fire,False
1984,MUSIC (Original Song Score or Adaptation Score),The Sting II,False
1984,MUSIC (Original Song Score or Adaptation Score),Trading Places,False
1984,MUSIC (Original Song Score or Adaptation Score),Yentl,True
1984,MUSIC (Original Song),Flashdance,True
1984,MUSIC (Original Song),Flashdance,False
1984,MUSIC (Original Song),Tender Mercies,False
1984,MUSIC (Original Song),Yentl,False
1984,MUSIC (Original Song),Yentl,False
1984,BEST PICTURE,The Big Chill,False
1984,BEST PICTURE,The Dresser,False
1984,BEST PICTURE,The Right Stuff,False
1984,BEST PICTURE,Tender Mercies,False
1984,BEST PICTURE,Terms of Endearment,True
1984,SHORT FILM (Animated),Mickey's Christmas Carol,False
1984,SHORT FILM (Animated),Sound of Sunshine - Sound of Rain,False
1984,SHORT FILM (Animated),Sundae in New York,True
1984,SHORT FILM (Live Action),Boys and Girls,True
1984,SHORT FILM (Live Action),Goodie-Two-Shoes,False
1984,SHORT FILM (Live Action),Overnight Sensation,False
1984,SOUND,Never Cry Wolf,False
1984,SOUND,Return of the Jedi,False
1984,SOUND,The Right Stuff,True
1984,SOUND,Terms of Endearment,False
1984,SOUND,WarGames,False
1984,SOUND EFFECTS EDITING,Return of the Jedi,False
1984,SOUND EFFECTS EDITING,The Right Stuff,True
1984,WRITING (Screenplay Based on Material from Another Medium),Betrayal,False
1984,WRITING (Screenplay Based on Material from Another Medium),The Dresser,False
1984,WRITING (Screenplay Based on Material from Another Medium),Educating Rita,False
1984,WRITING (Screenplay Based on Material from Another Medium),"Reuben, Reuben",False
1984,WRITING (Screenplay Based on Material from Another Medium),Terms of Endearment,True
1984,WRITING (Screenplay Written Directly for the Screen),The Big Chill,False
1984,WRITING (Screenplay Written Directly for the Screen),Fanny & Alexander,False
1984,WRITING (Screenplay Written Directly for the Screen),Silkwood,False
1984,WRITING (Screenplay Written Directly for the Screen),Tender Mercies,True
1984,WRITING (Screenplay Written Directly for the Screen),WarGames,False
1984,SPECIAL ACHIEVEMENT AWARD (Visual Effects),Return of the Jedi,True
1984,JEAN HERSHOLT HUMANITARIAN AWARD,,True
1984,HONORARY AWARD,,True
1984,GORDON E. SAWYER AWARD,,True
1985,ACTOR IN A LEADING ROLE,Amadeus,True
1985,ACTOR IN A LEADING ROLE,Starman,False
1985,ACTOR IN A LEADING ROLE,Under the Volcano,False
1985,ACTOR IN A LEADING ROLE,Amadeus,False
1985,ACTOR IN A LEADING ROLE,The Killing Fields,False
1985,ACTOR IN A SUPPORTING ROLE,A Soldier's Story,False
1985,ACTOR IN A SUPPORTING ROLE,Places in the Heart,False
1985,ACTOR IN A SUPPORTING ROLE,The Karate Kid,False
1985,ACTOR IN A SUPPORTING ROLE,The Killing Fields,True
1985,ACTOR IN A SUPPORTING ROLE,"Greystoke: The Legend of Tarzan, Lord of the Apes",False
1985,ACTRESS IN A LEADING ROLE,A Passage to India,False
1985,ACTRESS IN A LEADING ROLE,Places in the Heart,True
1985,ACTRESS IN A LEADING ROLE,Country,False
1985,ACTRESS IN A LEADING ROLE,The Bostonians,False
1985,ACTRESS IN A LEADING ROLE,The River,False
1985,ACTRESS IN A SUPPORTING ROLE,A Passage to India,True
1985,ACTRESS IN A SUPPORTING ROLE,The Natural,False
1985,ACTRESS IN A SUPPORTING ROLE,Places in the Heart,False
1985,ACTRESS IN A SUPPORTING ROLE,Swing Shift,False
1985,ACTRESS IN A SUPPORTING ROLE,The Pope of Greenwich Village,False
1985,ART DIRECTION,Amadeus,True
1985,ART DIRECTION,The Cotton Club,False
1985,ART DIRECTION,The Natural,False
1985,ART DIRECTION,A Passage to India,False
1985,ART DIRECTION,2010,False
1985,CINEMATOGRAPHY,Amadeus,False
1985,CINEMATOGRAPHY,The Killing Fields,True
1985,CINEMATOGRAPHY,The Natural,False
1985,CINEMATOGRAPHY,A Passage to India,False
1985,CINEMATOGRAPHY,The River,False
1985,COSTUME DESIGN,Amadeus,True
1985,COSTUME DESIGN,The Bostonians,False
1985,COSTUME DESIGN,A Passage to India,False
1985,COSTUME DESIGN,Places in the Heart,False
1985,COSTUME DESIGN,2010,False
1985,DIRECTING,Amadeus,True
1985,DIRECTING,Broadway Danny Rose,False
1985,DIRECTING,The Killing Fields,False
1985,DIRECTING,A Passage to India,False
1985,DIRECTING,Places in the Heart,False
1985,DOCUMENTARY (Feature),High Schools,False
1985,DOCUMENTARY (Feature),In the Name of the People,False
1985,DOCUMENTARY (Feature),Marlene,False
1985,DOCUMENTARY (Feature),Streetwise,False
1985,DOCUMENTARY (Feature),The Times of Harvey Milk,True
1985,DOCUMENTARY (Short Subject),The Children of Soong Ching Ling,False
1985,DOCUMENTARY (Short Subject),Code Gray: Ethical Dilemmas in Nursing,False
1985,DOCUMENTARY (Short Subject),The Garden of Eden,False
1985,DOCUMENTARY (Short Subject),Recollections of Pavlovsk,False
1985,DOCUMENTARY (Short Subject),The Stone Carvers,True
1985,FILM EDITING,Amadeus,False
1985,FILM EDITING,The Cotton Club,False
1985,FILM EDITING,The Killing Fields,True
1985,FILM EDITING,A Passage to India,False
1985,FILM EDITING,Romancing the Stone,False
1985,FOREIGN LANGUAGE FILM,Beyond the Walls,False
1985,FOREIGN LANGUAGE FILM,Camila,False
1985,FOREIGN LANGUAGE FILM,Dangerous Moves,True
1985,FOREIGN LANGUAGE FILM,Double Feature,False
1985,FOREIGN LANGUAGE FILM,Wartime Romance,False
1985,MAKEUP,Amadeus,True
1985,MAKEUP,"Greystoke: The Legend of Tarzan, Lord of the Apes",False
1985,MAKEUP,2010,False
1985,MUSIC (Original Score),Indiana Jones and the Temple of Doom,False
1985,MUSIC (Original Score),The Natural,False
1985,MUSIC (Original Score),A Passage to India,True
1985,MUSIC (Original Score),The River,False
1985,MUSIC (Original Score),Under the Volcano,False
1985,MUSIC (Original Song Score),The Muppets Take Manhattan,False
1985,MUSIC (Original Song Score),Purple Rain,True
1985,MUSIC (Original Song Score),Songwriter,False
1985,MUSIC (Original Song),Against All Odds,False
1985,MUSIC (Original Song),Footloose,False
1985,MUSIC (Original Song),Ghostbusters,False
1985,MUSIC (Original Song),The Woman in Red,True
1985,MUSIC (Original Song),Footloose,False
1985,BEST PICTURE,Amadeus,True
1985,BEST PICTURE,The Killing Fields,False
1985,BEST PICTURE,A Passage to India,False
1985,BEST PICTURE,Places in the Heart,False
1985,BEST PICTURE,A Soldier's Story,False
1985,SHORT FILM (Animated),Charade,True
1985,SHORT FILM (Animated),Doctor De Soto,False
1985,SHORT FILM (Animated),Paradise,False
1985,SHORT FILM (Live Action),The Painted Door,False
1985,SHORT FILM (Live Action),Tales of Meeting and Parting,False
1985,SHORT FILM (Live Action),Up,True
1985,SOUND,Amadeus,True
1985,SOUND,Dune,False
1985,SOUND,A Passage to India,False
1985,SOUND,The River,False
1985,SOUND,2010,False
1985,VISUAL EFFECTS,Ghostbusters,False
1985,VISUAL EFFECTS,Indiana Jones and the Temple of Doom,True
1985,VISUAL EFFECTS,2010,False
1985,WRITING (Screenplay Based on Material from Another Medium),Amadeus,True
1985,WRITING (Screenplay Based on Material from Another Medium),"Greystoke: The Legend of Tarzan, Lord of the Apes",False
1985,WRITING (Screenplay Based on Material from Another Medium),The Killing Fields,False
1985,WRITING (Screenplay Based on Material from Another Medium),A Passage to India,False
1985,WRITING (Screenplay Based on Material from Another Medium),A Soldier's Story,False
1985,WRITING (Screenplay Written Directly for the Screen),Beverly Hills Cop,False
1985,WRITING (Screenplay Written Directly for the Screen),Broadway Danny Rose,False
1985,WRITING (Screenplay Written Directly for the Screen),El Norte,False
1985,WRITING (Screenplay Written Directly for the Screen),Places in the Heart,True
1985,WRITING (Screenplay Written Directly for the Screen),Splash,False
1985,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),The River,True
1985,JEAN HERSHOLT HUMANITARIAN AWARD,,True
1985,HONORARY AWARD,,True
1985,HONORARY AWARD,,True
1985,GORDON E. SAWYER AWARD,,True
1986,ACTOR IN A LEADING ROLE,Witness,False
1986,ACTOR IN A LEADING ROLE,Murphy's Romance,False
1986,ACTOR IN A LEADING ROLE,Kiss of the Spider Woman,True
1986,ACTOR IN A LEADING ROLE,Prizzi's Honor,False
1986,ACTOR IN A LEADING ROLE,Runaway Train,False
1986,ACTOR IN A SUPPORTING ROLE,Cocoon,True
1986,ACTOR IN A SUPPORTING ROLE,Out of Africa,False
1986,ACTOR IN A SUPPORTING ROLE,Prizzi's Honor,False
1986,ACTOR IN A SUPPORTING ROLE,Jagged Edge,False
1986,ACTOR IN A SUPPORTING ROLE,Runaway Train,False
1986,ACTRESS IN A LEADING ROLE,Agnes of God,False
1986,ACTRESS IN A LEADING ROLE,The Color Purple,False
1986,ACTRESS IN A LEADING ROLE,Sweet Dreams,False
1986,ACTRESS IN A LEADING ROLE,The Trip to Bountiful,True
1986,ACTRESS IN A LEADING ROLE,Out of Africa,False
1986,ACTRESS IN A SUPPORTING ROLE,The Color Purple,False
1986,ACTRESS IN A SUPPORTING ROLE,Prizzi's Honor,True
1986,ACTRESS IN A SUPPORTING ROLE,Twice in a Lifetime,False
1986,ACTRESS IN A SUPPORTING ROLE,Agnes of God,False
1986,ACTRESS IN A SUPPORTING ROLE,The Color Purple,False
1986,ART DIRECTION,Brazil,False
1986,ART DIRECTION,The Color Purple,False
1986,ART DIRECTION,Out of Africa,True
1986,ART DIRECTION,Ran,False
1986,ART DIRECTION,Witness,False
1986,CINEMATOGRAPHY,The Color Purple,False
1986,CINEMATOGRAPHY,Murphy's Romance,False
1986,CINEMATOGRAPHY,Out of Africa,True
1986,CINEMATOGRAPHY,Ran,False
1986,CINEMATOGRAPHY,Witness,False
1986,COSTUME DESIGN,The Color Purple,False
1986,COSTUME DESIGN,The Journey of Natty Gann,False
1986,COSTUME DESIGN,Out of Africa,False
1986,COSTUME DESIGN,Prizzi's Honor,False
1986,COSTUME DESIGN,Ran,True
1986,DIRECTING,Kiss of the Spider Woman,False
1986,DIRECTING,Out of Africa,True
1986,DIRECTING,Prizzi's Honor,False
1986,DIRECTING,Ran,False
1986,DIRECTING,Witness,False
1986,DOCUMENTARY (Feature),Broken Rainbow,True
1986,DOCUMENTARY (Feature),Las Madres--The Mothers of Plaza de Mayo,False
1986,DOCUMENTARY (Feature),Soldiers in Hiding,False
1986,DOCUMENTARY (Feature),The Statue of Liberty,False
1986,DOCUMENTARY (Feature),Unfinished Business,False
1986,DOCUMENTARY (Short Subject),The Courage to Care,False
1986,DOCUMENTARY (Short Subject),Keats and His Nightingale: A Blind Date,False
1986,DOCUMENTARY (Short Subject),Making Overtures--The Story of a Community Orchestra,False
1986,DOCUMENTARY (Short Subject),Witness to War: Dr. Charlie Clements,True
1986,DOCUMENTARY (Short Subject),The Wizard of the Strings,False
1986,FILM EDITING,A Chorus Line,False
1986,FILM EDITING,Out of Africa,False
1986,FILM EDITING,Prizzi's Honor,False
1986,FILM EDITING,Runaway Train,False
1986,FILM EDITING,Witness,True
1986,FOREIGN LANGUAGE FILM,Angry Harvest,False
1986,FOREIGN LANGUAGE FILM,Colonel Redl,False
1986,FOREIGN LANGUAGE FILM,The Official Story,True
1986,FOREIGN LANGUAGE FILM,Three Men and a Cradle,False
1986,FOREIGN LANGUAGE FILM,When Father Was Away on Business,False
1986,MAKEUP,The Color Purple,False
1986,MAKEUP,Mask,True
1986,MAKEUP,Remo Williams: The Adventure Begins,False
1986,MUSIC (Original Score),Agnes of God,False
1986,MUSIC (Original Score),The Color Purple,False
1986,MUSIC (Original Score),Out of Africa,True
1986,MUSIC (Original Score),Silverado,False
1986,MUSIC (Original Score),Witness,False
1986,MUSIC (Original Song),The Color Purple,False
1986,MUSIC (Original Song),Back to the Future,False
1986,MUSIC (Original Song),White Nights,True
1986,MUSIC (Original Song),White Nights,False
1986,MUSIC (Original Song),A Chorus Line,False
1986,BEST PICTURE,The Color Purple,False
1986,BEST PICTURE,Kiss of the Spider Woman,False
1986,BEST PICTURE,Out of Africa,True
1986,BEST PICTURE,Prizzi's Honor,False
1986,BEST PICTURE,Witness,False
1986,SHORT FILM (Animated),Anna & Bella,True
1986,SHORT FILM (Animated),The Big Snit,False
1986,SHORT FILM (Animated),Second Class Mail,False
1986,SHORT FILM (Live Action),Graffiti,False
1986,SHORT FILM (Live Action),Molly's Pilgrim,True
1986,SHORT FILM (Live Action),Rainbow War,False
1986,SOUND,Back to the Future,False
1986,SOUND,A Chorus Line,False
1986,SOUND,Ladyhawke,False
1986,SOUND,Out of Africa,True
1986,SOUND,Silverado,False
1986,SOUND EFFECTS EDITING,Back to the Future,True
1986,SOUND EFFECTS EDITING,Ladyhawke,False
1986,SOUND EFFECTS EDITING,Rambo: First Blood Part II,False
1986,VISUAL EFFECTS,Cocoon,True
1986,VISUAL EFFECTS,Return to Oz,False
1986,VISUAL EFFECTS,Young Sherlock Holmes,False
1986,WRITING (Screenplay Based on Material from Another Medium),The Color Purple,False
1986,WRITING (Screenplay Based on Material from Another Medium),Kiss of the Spider Woman,False
1986,WRITING (Screenplay Based on Material from Another Medium),Out of Africa,True
1986,WRITING (Screenplay Based on Material from Another Medium),Prizzi's Honor,False
1986,WRITING (Screenplay Based on Material from Another Medium),The Trip to Bountiful,False
1986,WRITING (Screenplay Written Directly for the Screen),Back to the Future,False
1986,WRITING (Screenplay Written Directly for the Screen),Brazil,False
1986,WRITING (Screenplay Written Directly for the Screen),The Official Story,False
1986,WRITING (Screenplay Written Directly for the Screen),The Purple Rose of Cairo,False
1986,WRITING (Screenplay Written Directly for the Screen),Witness,True
1986,JEAN HERSHOLT HUMANITARIAN AWARD,,True
1986,HONORARY AWARD,,True
1986,HONORARY AWARD,,True
1986,MEDAL OF COMMENDATION,,True
1987,ACTOR IN A LEADING ROLE,'Round Midnight,False
1987,ACTOR IN A LEADING ROLE,Mona Lisa,False
1987,ACTOR IN A LEADING ROLE,Children of a Lesser God,False
1987,ACTOR IN A LEADING ROLE,The Color of Money,True
1987,ACTOR IN A LEADING ROLE,Salvador,False
1987,ACTOR IN A SUPPORTING ROLE,Platoon,False
1987,ACTOR IN A SUPPORTING ROLE,Hannah and Her Sisters,True
1987,ACTOR IN A SUPPORTING ROLE,Platoon,False
1987,ACTOR IN A SUPPORTING ROLE,A Room with a View,False
1987,ACTOR IN A SUPPORTING ROLE,Hoosiers,False
1987,ACTRESS IN A LEADING ROLE,The Morning After,False
1987,ACTRESS IN A LEADING ROLE,Children of a Lesser God,True
1987,ACTRESS IN A LEADING ROLE,Crimes of the Heart,False
1987,ACTRESS IN A LEADING ROLE,Peggy Sue Got Married,False
1987,ACTRESS IN A LEADING ROLE,Aliens,False
1987,ACTRESS IN A SUPPORTING ROLE,Crimes of the Heart,False
1987,ACTRESS IN A SUPPORTING ROLE,Children of a Lesser God,False
1987,ACTRESS IN A SUPPORTING ROLE,The Color of Money,False
1987,ACTRESS IN A SUPPORTING ROLE,A Room with a View,False
1987,ACTRESS IN A SUPPORTING ROLE,Hannah and Her Sisters,True
1987,ART DIRECTION,Aliens,False
1987,ART DIRECTION,The Color of Money,False
1987,ART DIRECTION,Hannah and Her Sisters,False
1987,ART DIRECTION,The Mission,False
1987,ART DIRECTION,A Room with a View,True
1987,CINEMATOGRAPHY,The Mission,True
1987,CINEMATOGRAPHY,Peggy Sue Got Married,False
1987,CINEMATOGRAPHY,Platoon,False
1987,CINEMATOGRAPHY,A Room with a View,False
1987,CINEMATOGRAPHY,Star Trek IV: The Voyage Home,False
1987,COSTUME DESIGN,The Mission,False
1987,COSTUME DESIGN,Otello,False
1987,COSTUME DESIGN,Peggy Sue Got Married,False
1987,COSTUME DESIGN,Pirates,False
1987,COSTUME DESIGN,A Room with a View,True
1987,DIRECTING,Blue Velvet,False
1987,DIRECTING,Hannah and Her Sisters,False
1987,DIRECTING,The Mission,False
1987,DIRECTING,Platoon,True
1987,DIRECTING,A Room with a View,False
1987,DOCUMENTARY (Feature),Artie Shaw: Time Is All You've Got,True
1987,DOCUMENTARY (Feature),Chile: Hasta Cuando?,False
1987,DOCUMENTARY (Feature),Down and Out in America,True
1987,DOCUMENTARY (Feature),Isaac in America: A Journey with Isaac Bashevis Singer,False
1987,DOCUMENTARY (Feature),Witness to Apartheid,False
1987,DOCUMENTARY (Short Subject),Debonair Dancers,False
1987,DOCUMENTARY (Short Subject),The Masters of Disaster,False
1987,DOCUMENTARY (Short Subject),Red Grooms: Sunflower in a Hothouse,False
1987,DOCUMENTARY (Short Subject),Sam,False
1987,DOCUMENTARY (Short Subject),"Women--for America, for the World",True
1987,FILM EDITING,Aliens,False
1987,FILM EDITING,Hannah and Her Sisters,False
1987,FILM EDITING,The Mission,False
1987,FILM EDITING,Platoon,True
1987,FILM EDITING,Top Gun,False
1987,FOREIGN LANGUAGE FILM,The Assault,True
1987,FOREIGN LANGUAGE FILM,Betty Blue,False
1987,FOREIGN LANGUAGE FILM,The Decline of the American Empire,False
1987,FOREIGN LANGUAGE FILM,My Sweet Little Village,False
1987,FOREIGN LANGUAGE FILM,'38',False
1987,MAKEUP,The Clan of the Cave Bear,False
1987,MAKEUP,The Fly,True
1987,MAKEUP,Legend,False
1987,MUSIC (Original Score),Aliens,False
1987,MUSIC (Original Score),Hoosiers,False
1987,MUSIC (Original Score),The Mission,False
1987,MUSIC (Original Score),'Round Midnight,True
1987,MUSIC (Original Score),Star Trek IV: The Voyage Home,False
1987,MUSIC (Original Song),The Karate Kid Part II,False
1987,MUSIC (Original Song),That's Life,False
1987,MUSIC (Original Song),Little Shop of Horrors,False
1987,MUSIC (Original Song),An American Tail,False
1987,MUSIC (Original Song),Top Gun,True
1987,BEST PICTURE,Children of a Lesser God,False
1987,BEST PICTURE,Hannah and Her Sisters,False
1987,BEST PICTURE,The Mission,False
1987,BEST PICTURE,Platoon,True
1987,BEST PICTURE,A Room with a View,False
1987,SHORT FILM (Animated),"The Frog, the Dog and the Devil",False
1987,SHORT FILM (Animated),A Greek Tragedy,True
1987,SHORT FILM (Animated),Luxo Jr.,False
1987,SHORT FILM (Live Action),Exit,False
1987,SHORT FILM (Live Action),Love Struck,False
1987,SHORT FILM (Live Action),Precious Images,True
1987,SOUND,Aliens,False
1987,SOUND,Heartbreak Ridge,False
1987,SOUND,Platoon,True
1987,SOUND,Star Trek IV: The Voyage Home,False
1987,SOUND,Top Gun,False
1987,SOUND EFFECTS EDITING,Aliens,True
1987,SOUND EFFECTS EDITING,Star Trek IV: The Voyage Home,False
1987,SOUND EFFECTS EDITING,Top Gun,False
1987,VISUAL EFFECTS,Aliens,True
1987,VISUAL EFFECTS,Little Shop of Horrors,False
1987,VISUAL EFFECTS,Poltergeist II: The Other Side,False
1987,WRITING (Screenplay Based on Material from Another Medium),Children of a Lesser God,False
1987,WRITING (Screenplay Based on Material from Another Medium),The Color of Money,False
1987,WRITING (Screenplay Based on Material from Another Medium),Crimes of the Heart,False
1987,WRITING (Screenplay Based on Material from Another Medium),A Room with a View,True
1987,WRITING (Screenplay Based on Material from Another Medium),Stand by Me,False
1987,WRITING (Screenplay Written Directly for the Screen),'Crocodile' Dundee,False
1987,WRITING (Screenplay Written Directly for the Screen),Hannah and Her Sisters,True
1987,WRITING (Screenplay Written Directly for the Screen),My Beautiful Laundrette,False
1987,WRITING (Screenplay Written Directly for the Screen),Platoon,False
1987,WRITING (Screenplay Written Directly for the Screen),Salvador,False
1987,HONORARY AWARD,,True
1987,IRVING G. THALBERG MEMORIAL AWARD,,True
1987,MEDAL OF COMMENDATION,,True
1988,ACTOR IN A LEADING ROLE,Wall Street,True
1988,ACTOR IN A LEADING ROLE,Broadcast News,False
1988,ACTOR IN A LEADING ROLE,Dark Eyes,False
1988,ACTOR IN A LEADING ROLE,Ironweed,False
1988,ACTOR IN A LEADING ROLE,"Good Morning, Vietnam",False
1988,ACTOR IN A SUPPORTING ROLE,Broadcast News,False
1988,ACTOR IN A SUPPORTING ROLE,The Untouchables,True
1988,ACTOR IN A SUPPORTING ROLE,Street Smart,False
1988,ACTOR IN A SUPPORTING ROLE,Moonstruck,False
1988,ACTOR IN A SUPPORTING ROLE,Cry Freedom,False
1988,ACTRESS IN A LEADING ROLE,Moonstruck,True
1988,ACTRESS IN A LEADING ROLE,Fatal Attraction,False
1988,ACTRESS IN A LEADING ROLE,Broadcast News,False
1988,ACTRESS IN A LEADING ROLE,Anna,False
1988,ACTRESS IN A LEADING ROLE,Ironweed,False
1988,ACTRESS IN A SUPPORTING ROLE,Gaby - A True Story,False
1988,ACTRESS IN A SUPPORTING ROLE,Fatal Attraction,False
1988,ACTRESS IN A SUPPORTING ROLE,Moonstruck,True
1988,ACTRESS IN A SUPPORTING ROLE,Throw Momma from the Train,False
1988,ACTRESS IN A SUPPORTING ROLE,The Whales of August,False
1988,ART DIRECTION,Empire of the Sun,False
1988,ART DIRECTION,Hope and Glory,False
1988,ART DIRECTION,The Last Emperor,True
1988,ART DIRECTION,Radio Days,False
1988,ART DIRECTION,The Untouchables,False
1988,CINEMATOGRAPHY,Broadcast News,False
1988,CINEMATOGRAPHY,Empire of the Sun,False
1988,CINEMATOGRAPHY,Hope and Glory,False
1988,CINEMATOGRAPHY,The Last Emperor,True
1988,CINEMATOGRAPHY,Matewan,False
1988,COSTUME DESIGN,The Dead,False
1988,COSTUME DESIGN,Empire of the Sun,False
1988,COSTUME DESIGN,The Last Emperor,True
1988,COSTUME DESIGN,Maurice,False
1988,COSTUME DESIGN,The Untouchables,False
1988,DIRECTING,Fatal Attraction,False
1988,DIRECTING,Hope and Glory,False
1988,DIRECTING,The Last Emperor,True
1988,DIRECTING,Moonstruck,False
1988,DIRECTING,My Life as a Dog,False
1988,DOCUMENTARY (Feature),Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,False
