title,awards_all,nomination_count,award_count,awards_won,awards_nominated
Attica,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
"Au Revoir Les Enfants (Goodbye, Children)","Oscars - FOREIGN LANGUAGE FILM(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)",2,0,,"Oscars - FOREIGN LANGUAGE FILM(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)"
Audible,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Audioscopiks,Oscars - SHORT SUBJECT (Novelty)(Nominated),1,0,,Oscars - SHORT SUBJECT (Novelty)(Nominated)
Audrey Hepburn,"BAFTAs - Film | British Actress in 1954(Won)
BAFTAs - Film | British Actress in 1955(Nominated)
BAFTAs - Film | British Actress in 1957(Nominated)
BAFTAs - Film | British Actress in 1960(Won)
BAFTAs - Film | British Actress in 1965(Won)
BAFTAs - Film | Special Award in 1992(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)
Golden Globes - Cecil B. deMille Award(Nominated)",8,5,"BAFTAs - Film | British Actress in 1954(Won)
BAFTAs - Film | British Actress in 1960(Won)
BAFTAs - Film | British Actress in 1965(Won)
BAFTAs - Film | Special Award in 1992(Won)
Golden Globes - Henrietta Award (World Film Favorites)(Won)","BAFTAs - Film | British Actress in 1955(Nominated)
BAFTAs - Film | British Actress in 1957(Nominated)
Golden Globes - Cecil B. deMille Award(Nominated)"
Auf der Strecke (On the Line),Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
August Rush,Oscars - MUSIC (Original Song)(Nominated),1,0,,Oscars - MUSIC (Original Song)(Nominated)
August: Osage County,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)",4,0,,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)"
Augusta Dabney,BAFTAs - Film | Foreign Actress in 1958(Nominated),1,0,,BAFTAs - Film | Foreign Actress in 1958(Nominated)
Auntie Mame,"Oscars - ACTRESS(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY (Color)(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST MOTION PICTURE(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Picture - Comedy(Won)
Golden Globes - New Star Of The Year - Actress(Nominated)
Golden Globes - Actress In A Leading Role - Musical Or Comedy(Won)",10,2,"Golden Globes - Picture - Comedy(Won)
Golden Globes - Actress In A Leading Role - Musical Or Comedy(Won)","Oscars - ACTRESS(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - CINEMATOGRAPHY (Color)(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST MOTION PICTURE(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - New Star Of The Year - Actress(Nominated)"
Ausreisser (The Runaway),Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
Austin Powers: The Spy Who Shagged Me,"Oscars - MAKEUP(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",2,0,,"Oscars - MAKEUP(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)"
Australia,Oscars - COSTUME DESIGN(Nominated),1,0,,Oscars - COSTUME DESIGN(Nominated)
"Australia, Bruce Beresford",Golden Globes - Best Motion Picture - Foreign Language(Nominated),1,0,,Golden Globes - Best Motion Picture - Foreign Language(Nominated)
"Australia, George Miller",Golden Globes - Best Motion Picture - Foreign Language(Nominated),1,0,,Golden Globes - Best Motion Picture - Foreign Language(Nominated)
"Australia, Gillian Armstrong",Golden Globes - Best Motion Picture - Foreign Language(Nominated),1,0,,Golden Globes - Best Motion Picture - Foreign Language(Nominated)
"Australia, Peter Weir",Golden Globes - Best Motion Picture - Foreign Language(Nominated),1,0,,Golden Globes - Best Motion Picture - Foreign Language(Nominated)
"Austria, Michael Haneke",Golden Globes - Best Motion Picture - Foreign Language(Won),1,1,Golden Globes - Best Motion Picture - Foreign Language(Won),
"Austria, Robert Dornhelm",Golden Globes - Best Motion Picture - Foreign Language(Nominated),1,0,,Golden Globes - Best Motion Picture - Foreign Language(Nominated)
Author! Author!,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Autism Is a World,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Automania 2000,"Oscars - SHORT SUBJECT (Cartoon)(Nominated)
BAFTAs - Film | Animated Film in 1964(Won)",2,1,BAFTAs - Film | Animated Film in 1964(Won),Oscars - SHORT SUBJECT (Cartoon)(Nominated)
Autumn Sonata,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)",3,0,,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)"
Ava Gardner,"BAFTAs - Film | Foreign Actress in 1957(Nominated)
BAFTAs - Film | Foreign Actress in 1960(Nominated)
BAFTAs - Film | Foreign Actress in 1965(Nominated)",3,0,,"BAFTAs - Film | Foreign Actress in 1957(Nominated)
BAFTAs - Film | Foreign Actress in 1960(Nominated)
BAFTAs - Film | Foreign Actress in 1965(Nominated)"
Avalon,"Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",7,0,,"Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)
Golden Globes - Best Motion Picture - Drama(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
Avant Que De Tout Perdre (Just before Losing Everything),Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
Avanti!,"Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)",6,1,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won),"Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)"
Avatar,"Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND EDITING(Nominated)
Oscars - SOUND MIXING(Nominated)
Oscars - VISUAL EFFECTS(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - Best Original Score - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",13,5,"Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - VISUAL EFFECTS(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Director - Motion Picture(Won)","Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND EDITING(Nominated)
Oscars - SOUND MIXING(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)"
Avatar: The Way of Water,"Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
Oscars - VISUAL EFFECTS(Won)",4,1,Oscars - VISUAL EFFECTS(Won),"Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)"
Ave Maria,Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
Avengers: Endgame,"Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Special Visual Effects in 2020(Nominated)",2,0,,"Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Special Visual Effects in 2020(Nominated)"
Avengers: Infinity War,"Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Special Visual Effects in 2019(Nominated)",2,0,,"Oscars - VISUAL EFFECTS(Nominated)
BAFTAs - Film | Special Visual Effects in 2019(Nominated)"
Awakenings,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)",4,0,,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Based on Material from Another Medium)(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)"
Away From Her,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Won),1,1,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Won),
Away from Her,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",2,0,,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)"
Awkwafina,BAFTAs - Film | EE Rising Star Award in 2020(Nominated),1,0,,BAFTAs - Film | EE Rising Star Award in 2020(Nominated)
Axel Petersen (Doderhultarn),BAFTAs - Film | Special Award in 1955(Nominated),1,0,,BAFTAs - Film | Special Award in 1955(Nominated)
Aya,Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
Ayn Rand: A Sense of Life,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
Azaar,BAFTAs - Film | British Short Film in 2020(Nominated),1,0,,BAFTAs - Film | British Short Film in 2020(Nominated)
B. F.'s Daughter,Oscars - COSTUME DESIGN (Black-and-White)(Nominated),1,0,,Oscars - COSTUME DESIGN (Black-and-White)(Nominated)
Baa Baa Black Sheep,Golden Globes - Best Performance by an Actor In A Television Series - Drama(Nominated),1,0,,Golden Globes - Best Performance by an Actor In A Television Series - Drama(Nominated)
"Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh","BAFTAs - Film | Outstanding Debut By A British Writer, Director or Producer in 2017(Won)",1,1,"BAFTAs - Film | Outstanding Debut By A British Writer, Director or Producer in 2017(Won)",
Babe,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - VISUAL EFFECTS(Won)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published)(Nominated)
BAFTAs - Film | Adapted Screenplay in 1996(Nominated)
BAFTAs - Film | Editing in 1996(Nominated)
BAFTAs - Film | Film in 1996(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Won)",11,2,"Oscars - VISUAL EFFECTS(Won)
Golden Globes - Best Motion Picture - Musical or Comedy(Won)","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published)(Nominated)
BAFTAs - Film | Adapted Screenplay in 1996(Nominated)
BAFTAs - Film | Editing in 1996(Nominated)
BAFTAs - Film | Film in 1996(Nominated)"
Babe (TV),Golden Globes - Television Movie(Won),1,1,Golden Globes - Television Movie(Won),
Babe: Pig in the City,Oscars - MUSIC (Original Song)(Nominated),1,0,,Oscars - MUSIC (Original Song)(Nominated)
Babel,"Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Won)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",14,2,"Oscars - MUSIC (Original Score)(Won)
Golden Globes - Best Motion Picture - Drama(Won)","Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
Babes in Arms,"Oscars - ACTOR(Nominated)
Oscars - MUSIC (Scoring)(Nominated)",2,0,,"Oscars - ACTOR(Nominated)
Oscars - MUSIC (Scoring)(Nominated)"
Babes in Toyland,"Oscars - COSTUME DESIGN (Color)(Nominated)
Oscars - MUSIC (Scoring of a Musical Picture)(Nominated)",2,0,,"Oscars - COSTUME DESIGN (Color)(Nominated)
Oscars - MUSIC (Scoring of a Musical Picture)(Nominated)"
Babes on Broadway,Oscars - MUSIC (Song)(Nominated),1,0,,Oscars - MUSIC (Song)(Nominated)
Babette's Feast,Oscars - FOREIGN LANGUAGE FILM(Won),1,1,Oscars - FOREIGN LANGUAGE FILM(Won),
Babette's Feast (Babettes Gæstebud),"BAFTAs - Film | Adapted Screenplay in 1989(Nominated)
BAFTAs - Film | Cinematography in 1989(Nominated)
BAFTAs - Film | Film in 1989(Nominated)
BAFTAs - Film | Film Not in the English Language in 1989(Won)",4,1,BAFTAs - Film | Film Not in the English Language in 1989(Won),"BAFTAs - Film | Adapted Screenplay in 1989(Nominated)
BAFTAs - Film | Cinematography in 1989(Nominated)
BAFTAs - Film | Film in 1989(Nominated)"
Baby Boom,"Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)",2,0,,"Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)"
Baby Doll,"Oscars - ACTRESS(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - WRITING (Screenplay--Adapted)(Nominated)
BAFTAs - Film | Film From Any Source in 1957(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - New Star Of The Year - Actress(Won)",11,2,"Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - New Star Of The Year - Actress(Won)","Oscars - ACTRESS(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - WRITING (Screenplay--Adapted)(Nominated)
BAFTAs - Film | Film From Any Source in 1957(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)"
Baby Driver,"Oscars - FILM EDITING(Nominated)
Oscars - SOUND EDITING(Nominated)
Oscars - SOUND MIXING(Nominated)
BAFTAs - Film | Editing in 2018(Won)
BAFTAs - Film | Sound in 2018(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)",6,1,BAFTAs - Film | Editing in 2018(Won),"Oscars - FILM EDITING(Nominated)
Oscars - SOUND EDITING(Nominated)
Oscars - SOUND MIXING(Nominated)
BAFTAs - Film | Sound in 2018(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)"
Baby M,Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Nominated)
Babylon,"Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)",3,0,,"Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)"
Bachelor In Paradise,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Bachelor Mother,Oscars - WRITING (Original Story)(Nominated),1,0,,Oscars - WRITING (Original Story)(Nominated)
Bachelor in Paradise,Oscars - MUSIC (Song)(Nominated),1,0,,Oscars - MUSIC (Song)(Nominated)
"Bachelor, 38",BAFTAs - Film | British Short Film in 2019(Nominated),1,0,,BAFTAs - Film | British Short Film in 2019(Nominated)
Back Of Beyond,BAFTAs - Film | Documentary in 1955(Nominated),1,0,,BAFTAs - Film | Documentary in 1955(Nominated)
Back Street,"Oscars - MUSIC (Music Score of a Dramatic Picture)(Nominated)
Oscars - COSTUME DESIGN (Color)(Nominated)",2,0,,"Oscars - MUSIC (Music Score of a Dramatic Picture)(Nominated)
Oscars - COSTUME DESIGN (Color)(Nominated)"
Back To The Future,"BAFTAs - Film | Editing in 1986(Nominated)
BAFTAs - Film | Film in 1986(Nominated)
BAFTAs - Film | Original Screenplay in 1986(Nominated)
BAFTAs - Film | Production Design in 1986(Nominated)
BAFTAs - Film | Special Visual Effects in 1986(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)",9,0,,"BAFTAs - Film | Editing in 1986(Nominated)
BAFTAs - Film | Film in 1986(Nominated)
BAFTAs - Film | Original Screenplay in 1986(Nominated)
BAFTAs - Film | Production Design in 1986(Nominated)
BAFTAs - Film | Special Visual Effects in 1986(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)"
Back When We Were Grown Ups,Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Nominated)
Back to the Future,"Oscars - MUSIC (Original Song)(Nominated)
Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Won)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)",4,1,Oscars - SOUND EFFECTS EDITING(Won),"Oscars - MUSIC (Original Song)(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen)(Nominated)"
Back to the Future Part II,Oscars - VISUAL EFFECTS(Nominated),1,0,,Oscars - VISUAL EFFECTS(Nominated)
Backbeat,"BAFTAs - Film | Alexander Korda Award for the outstanding British Film of the Year in 1995(Nominated)
BAFTAs - Film | Anthony Asquith Award for Original Film Music in 1995(Won)
BAFTAs - Film | Sound in 1995(Nominated)",3,1,BAFTAs - Film | Anthony Asquith Award for Original Film Music in 1995(Won),"BAFTAs - Film | Alexander Korda Award for the outstanding British Film of the Year in 1995(Nominated)
BAFTAs - Film | Sound in 1995(Nominated)"
Backdraft,"Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)
Oscars - VISUAL EFFECTS(Nominated)",3,0,,"Oscars - SOUND(Nominated)
Oscars - SOUND EFFECTS EDITING(Nominated)
Oscars - VISUAL EFFECTS(Nominated)"
Background,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Backstairs at The White House,Golden Globes - Best Television Series - Drama(Nominated),1,0,,Golden Globes - Best Television Series - Drama(Nominated)
Bad Day At Black Rock,"BAFTAs - Film | Film From Any Source in 1956(Nominated)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1956(Nominated)",2,0,,"BAFTAs - Film | Film From Any Source in 1956(Nominated)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1956(Nominated)"
Bad Day at Black Rock,"Oscars - ACTOR(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - WRITING (Screenplay)(Nominated)",3,0,,"Oscars - ACTOR(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - WRITING (Screenplay)(Nominated)"
Bad Girl,"Oscars - DIRECTING(Won)
Oscars - OUTSTANDING PRODUCTION(Nominated)
Oscars - WRITING (Adaptation)(Won)",3,2,"Oscars - DIRECTING(Won)
Oscars - WRITING (Adaptation)(Won)",Oscars - OUTSTANDING PRODUCTION(Nominated)
Bad Santa,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
"Bad Seed, The","Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)",2,1,Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won),Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
"Bad and The Beautiful, The","Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",2,0,,"Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)"
Badgered,Oscars - SHORT FILM (Animated)(Nominated),1,0,,Oscars - SHORT FILM (Animated)(Nominated)
Bagdad Cafe,Oscars - MUSIC (Original Song)(Nominated),1,0,,Oscars - MUSIC (Original Song)(Nominated)
Bait,"BAFTAs - Film | Outstanding British Film in 2020(Nominated)
BAFTAs - Film | Outstanding Debut By A British Writer, Director Or Producer in 2020(Won)",2,1,"BAFTAs - Film | Outstanding Debut By A British Writer, Director Or Producer in 2020(Won)",BAFTAs - Film | Outstanding British Film in 2020(Nominated)
Baja Oklahoma,"Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",1,0,,"Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)"
Baka - People Of The Rain Forest,BAFTAs - Film | Flaherty Documentary Award in 1988(Won),1,1,BAFTAs - Film | Flaherty Documentary Award in 1988(Won),
Balablok,BAFTAs - Film | Animated Film in 1974(Nominated),1,0,,BAFTAs - Film | Animated Film in 1974(Nominated)
Balalaika,Oscars - SOUND RECORDING(Nominated),1,0,,Oscars - SOUND RECORDING(Nominated)
Balance,Oscars - SHORT FILM (Animated)(Won),1,1,Oscars - SHORT FILM (Animated)(Won),
Balance 1950,BAFTAs - Film | Special Award in 1953(Nominated),1,0,,BAFTAs - Film | Special Award in 1953(Nominated)
Ball of Fire,"Oscars - ACTRESS(Nominated)
Oscars - MUSIC (Music Score of a Dramatic Picture)(Nominated)
Oscars - SOUND RECORDING(Nominated)
Oscars - WRITING (Original Story)(Nominated)",4,0,,"Oscars - ACTRESS(Nominated)
Oscars - MUSIC (Music Score of a Dramatic Picture)(Nominated)
Oscars - SOUND RECORDING(Nominated)
Oscars - WRITING (Original Story)(Nominated)"
Ballad Of A Soldier,Golden Globes - Foreign Film - Foreign Language(Nominated),1,0,,Golden Globes - Foreign Film - Foreign Language(Nominated)
Ballad Of A Soldier (Ballada O Soldate),BAFTAs - Film | Film From Any Source in 1962(Won),1,1,BAFTAs - Film | Film From Any Source in 1962(Won),
Ballad Of Berlin (Berliner Ballade),BAFTAs - Film | Film From Any Source in 1950(Nominated),1,0,,BAFTAs - Film | Film From Any Source in 1950(Nominated)
Ballad of a Soldier,Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated),1,0,,Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)
Ballet Robotique,Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
Ballon Vole (Play Ball!),Oscars - SHORT SUBJECT (Live Action)(Nominated),1,0,,Oscars - SHORT SUBJECT (Live Action)(Nominated)
Balloon,BAFTAs - Film | Short Animation in 1992(Won),1,1,BAFTAs - Film | Short Animation in 1992(Won),
Balseros,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
Balzac,Oscars - SHORT SUBJECT (Two-reel)(Nominated),1,0,,Oscars - SHORT SUBJECT (Two-reel)(Nominated)
